,T_obs,T_near_future,T_long_term
2391,299.675,295.5689,307.52728
2392,300.81314,297.6756,306.6827
2393,301.38577,299.98813,304.85266
2394,302.213,300.0418,302.02417
2395,301.47812,301.5628,301.36066
2396,302.6145,303.31046,301.88956
2397,302.3267,303.71756,303.38135
2398,303.0728,303.97415,305.157
2399,302.96207,300.68518,306.69208
2400,297.23172,297.63666,305.89932
2401,290.60364,292.2473,303.1872
2402,292.04675,292.59106,301.32935
2403,295.90054,295.20758,300.67633
2404,294.4989,298.04117,301.04932
2405,294.01865,300.12598,303.7879
2406,298.8057,297.4002,297.9872
2407,299.3789,299.02783,297.25775
2408,294.79437,300.68073,298.99042
2409,295.34628,299.56763,301.6445
2410,295.86325,299.84772,296.82755
2411,296.1771,300.4073,294.64755
2412,297.076,297.74335,296.00113
2413,297.03275,298.2392,297.80524
2414,298.53864,297.3874,300.22217
2415,300.4673,298.85477,297.15933
2416,301.07425,298.9673,296.63104
2417,301.0577,297.3443,298.68243
2418,300.3252,298.16928,300.1717
2419,297.4976,301.10748,298.6499
2420,297.78482,299.323,299.698
2421,300.78946,298.33423,302.0144
2422,298.34024,297.78116,300.15118
2423,296.68637,299.7443,300.0229
2424,298.72873,301.2659,304.71332
2425,296.69287,301.78882,304.16003
2426,295.73947,302.15558,303.98492
2427,298.6144,301.1498,302.97433
2428,299.65842,301.15088,302.32233
2429,297.9814,303.81134,302.44275
2430,296.25113,306.2871,303.67108
2431,296.22916,304.30377,301.5705
2432,297.52365,298.77655,302.00693
2433,298.60556,299.0125,302.2106
2434,301.1193,300.93573,304.4348
2435,300.4602,298.22046,307.4099
2436,300.95645,299.85358,305.20895
2437,303.87463,300.67642,301.23325
2438,301.55392,299.43265,303.50595
2439,299.02835,296.67862,302.19482
2440,299.90594,294.88318,300.65344
2441,298.84302,297.5198,303.36932
2442,296.4329,299.02472,302.8361
2443,297.635,298.51648,301.8371
2444,298.7139,297.05536,304.4267
2445,301.4722,297.48013,306.53915
2446,302.20706,300.85144,304.67828
2447,300.33347,300.7465,300.3074
2448,300.03442,298.9002,297.28253
2449,301.0731,299.68307,301.81705
2450,294.42545,299.6199,305.19913
2451,296.22562,299.89185,307.28732
2452,297.76883,301.1438,304.4719
2453,297.67703,302.154,303.32565
2454,299.9077,301.8619,307.66824
2455,299.11954,298.91074,310.66357
2456,296.99368,296.04132,309.89478
2457,297.99326,297.57043,305.73773
2458,298.67838,297.42255,306.69266
2459,299.7644,298.3227,307.3877
2460,299.86447,300.27405,307.06903
2461,298.09332,298.4164,307.8712
2462,298.62924,296.8632,310.2111
2463,298.03528,298.826,309.1853
2464,298.4054,299.76923,307.7063
2465,297.3691,301.41354,308.0877
2466,297.68237,303.2048,309.07663
2467,299.28653,301.62527,308.57556
2468,299.20187,298.41217,304.60498
2469,300.16766,301.80325,303.10126
2470,299.6827,304.16376,303.52502
2471,297.0967,303.42538,302.97955
2472,295.32852,301.43237,304.06958
2473,297.47275,297.44305,304.94122
2474,295.02356,296.4883,303.7791
2475,295.759,297.28723,303.27777
2476,296.06873,298.54968,303.24673
2477,295.70276,299.58997,302.7274
2478,294.40176,301.98145,303.2984
2479,295.05432,304.16547,304.6481
2480,296.08115,304.5849,306.57852
2481,298.02466,305.87543,304.21967
2482,299.22733,305.27148,301.84457
2483,297.68295,302.41226,302.74097
2484,290.3348,298.4323,305.66122
2485,290.25842,299.16354,307.92447
2486,293.26065,300.6978,307.89902
2487,293.89725,299.86765,301.71088
2488,294.9211,299.28027,300.56998
2489,295.78683,301.10858,303.298
2490,297.00256,301.1582,305.8173
2491,297.2471,300.7039,304.7613
2492,300.05634,300.0044,303.48126
2493,298.51907,300.95282,302.8979
2494,297.32117,302.8003,302.80463
2495,293.7368,303.41357,302.9733
2496,298.60022,295.266,295.6017
2497,297.86002,296.7406,293.80746
2498,299.98587,294.0954,296.6589
2499,297.30457,296.89407,302.37704
2500,293.06763,298.66113,298.42743
2501,294.61316,300.95404,292.8333
2502,296.424,300.47998,294.5012
2503,297.9814,300.10733,293.68988
2504,296.96878,299.73108,292.474
2505,297.2329,300.69336,295.21246
2506,292.7739,302.70718,299.31918
2507,295.6477,299.71442,297.93945
2508,298.10873,297.30853,298.73337
2509,297.33475,292.76202,301.17484
2510,293.645,293.9673,302.65692
2511,292.91367,297.43204,304.46765
2512,294.52847,302.4879,303.98004
2513,298.97327,302.01825,298.68726
2514,297.60715,297.33185,296.63458
2515,298.64462,296.2269,299.0003
2516,301.4225,300.4566,301.1893
2517,297.94943,303.55573,303.3394
2518,296.70352,305.44855,303.97208
2519,295.89346,303.63043,301.38394
2520,295.59912,299.8714,298.62933
2521,296.35532,299.36725,299.45502
2522,295.9669,298.40424,299.6576
2523,296.35947,299.6504,299.49786
2524,298.81516,303.90048,301.51984
2525,302.34802,299.8122,303.12357
2526,302.67963,294.4725,303.7979
2527,301.1572,297.21176,303.39874
2528,300.81668,300.40088,299.85553
2529,300.12918,301.4541,299.11862
2530,296.58804,302.4759,300.0237
2531,296.37012,305.45554,300.8382
2532,299.94736,306.2696,303.007
2533,302.3184,301.83234,303.91852
2534,304.77945,299.80634,302.40274
2535,303.48083,300.63666,299.12454
2536,299.7952,303.6664,297.15137
2537,292.8219,305.6362,294.9173
2538,294.74936,305.25305,297.07803
2539,296.8267,302.20752,300.86652
2540,299.88284,300.45404,303.69345
2541,302.28052,301.80576,300.57614
2542,298.38348,301.0557,296.89474
2543,294.78372,300.373,296.6484
2544,295.8224,302.31537,298.32303
2545,293.94995,303.97342,300.71884
2546,294.53854,305.23685,304.37756
2547,295.8354,305.59326,306.57446
2548,295.65598,301.95947,305.00104
2549,295.23022,296.35507,305.271
2550,297.2637,296.22116,305.93756
2551,298.0773,298.55905,304.65677
2552,296.65793,300.5937,303.7111
2553,296.44357,303.26855,302.0983
2554,295.77795,305.10358,301.28668
2555,295.56894,305.72385,302.6613
2556,294.59955,303.97144,301.9188
2557,295.01053,299.65488,303.2973
2558,297.28857,301.2439,304.62753
2559,298.12173,297.85934,304.15558
2560,296.43527,297.6481,301.7051
2561,298.41904,297.82465,298.62564
2562,300.19193,298.22192,299.91647
2563,301.49234,300.40692,297.72305
2564,300.84274,302.82074,294.9453
2565,296.99606,302.44705,297.30438
2566,295.93076,295.55328,298.7603
2567,295.1414,296.26334,299.90976
2568,292.91782,299.08627,300.9172
2569,294.16135,301.4229,301.79398
2570,297.38687,302.8854,300.52924
2571,299.38126,304.05713,299.02036
2572,300.4318,304.43195,298.36475
2573,300.0901,304.66373,298.97815
2574,301.3514,296.1354,300.03522
2575,301.33957,293.57205,298.82584
2576,299.87753,296.1018,299.1903
2577,300.91083,295.9472,300.5585
2578,301.92462,296.22797,302.1727
2579,298.65527,298.3681,304.3675
2580,298.45276,300.44745,305.51056
2581,299.23145,299.94687,305.8813
2582,298.9324,298.52484,301.32477
2583,298.62924,297.80786,299.4105
2584,297.78598,298.6982,300.2101
2585,297.27908,300.5734,301.33197
2586,296.48203,300.32285,301.8653
2587,291.22598,295.91943,301.684
2588,289.60822,298.51767,301.2115
2589,290.86005,296.5556,304.45905
2590,293.1517,297.34454,304.66498
2591,294.80325,298.76465,299.84436
2592,297.4082,300.19012,300.3768
2593,299.5471,298.896,302.92227
2594,302.08096,295.54984,303.7281
2595,298.88028,294.29785,298.00177
2596,295.49136,295.21216,296.9818
2597,295.86325,296.2215,300.65363
2598,296.08765,293.4953,303.3957
2599,297.78244,294.32568,304.23157
2600,299.04965,294.72815,303.87256
2601,299.993,297.41974,303.57883
2602,300.37137,299.7622,304.08725
2603,300.9215,302.1063,305.67096
2604,301.5255,304.41486,302.99005
2605,301.64334,303.8016,301.1756
2606,303.16696,300.09915,298.89865
2607,300.6704,297.62314,298.22177
2608,296.60342,298.5979,302.15973
2609,296.97293,300.52737,304.60287
2610,298.71213,300.0932,306.7735
2611,300.63965,300.97577,303.58554
2612,299.50388,301.575,306.2617
2613,300.47678,303.02124,308.75577
2614,300.97122,299.3366,303.3977
2615,296.63837,296.87225,301.68417
2616,296.71475,296.33942,301.3243
2617,297.4064,295.1071,298.58197
2618,293.5153,297.35245,295.18994
2619,291.86612,299.10834,297.44217
2620,293.32108,299.73834,298.1498
2621,296.54126,298.59247,300.1134
2622,298.3799,303.60187,303.02798
2623,299.17285,304.59537,302.4561
2624,297.137,299.45078,303.67978
2625,297.03986,294.18762,303.92328
2626,298.23306,294.21136,304.69598
2627,298.54337,296.3123,306.37994
2628,297.79605,298.91104,307.08728
2629,297.77536,299.29034,306.7342
2630,296.0018,301.11957,307.093
2631,297.93164,301.58066,307.99396
2632,299.24802,300.93536,307.476
2633,299.80527,301.77518,305.64264
2634,302.03418,303.4061,304.11115
2635,292.51218,304.6903,303.8548
2636,292.16516,305.27783,305.9436
2637,295.07507,306.44824,308.15503
2638,298.6174,302.33017,309.9407
2639,299.93674,300.33197,310.11783
2640,301.11807,298.34775,306.08936
2641,302.32196,299.60468,303.2902
2642,298.56055,301.96747,302.0503
2643,296.93445,302.91968,297.55194
2644,297.97726,301.5096,298.55624
2645,295.6838,300.07993,299.2228
2646,295.45584,301.5849,297.53107
2647,296.01425,303.89716,297.46964
2648,297.1719,306.1374,299.68182
2649,293.93634,307.21338,302.42026
2650,296.38196,306.44965,304.84027
2651,297.06177,301.528,303.29648
2652,298.56647,300.02704,300.41327
2653,296.31625,304.96124,301.86273
2654,294.7393,302.37814,305.48514
2655,294.2869,300.2155,308.07877
2656,296.3411,298.87772,308.4361
2657,298.35742,296.8347,304.65585
2658,297.6119,298.12408,301.37225
2659,295.32495,300.44302,303.02972
2660,294.62915,303.14276,304.1905
2661,295.57425,303.51456,300.58853
2662,297.8464,303.4447,301.9865
2663,298.64108,303.55606,305.7995
2664,297.94644,302.55063,303.0561
2665,297.45914,302.9654,300.46918
2666,299.1823,305.22394,302.74106
2667,300.7782,306.31592,305.15323
2668,300.53366,307.29633,302.9505
2669,295.49197,305.55997,301.5372
2670,293.26184,302.10022,303.62723
2671,291.84598,302.29013,305.29156
2672,294.8234,303.94107,302.78372
2673,295.77795,304.93466,302.10767
2674,295.1716,305.7261,302.51288
2675,294.33722,305.0161,296.48358
2676,296.35828,302.71362,295.60114
2677,295.67258,297.616,290.52573
2678,296.09833,298.90894,293.7399
2679,292.46304,299.72012,297.9904
2680,290.80435,300.3436,300.2945
2681,291.20883,295.44165,303.18555
2682,290.94708,292.93106,301.2098
2683,290.81622,291.94244,298.27502
2684,292.51633,292.8205,300.27167
2685,295.17337,296.08463,303.2351
2686,297.53137,297.9507,304.03824
2687,295.58255,300.1969,303.25092
2688,292.4121,303.31967,303.87708
2689,292.98828,298.97574,303.36435
2690,294.96432,293.89398,305.20026
2691,297.04755,294.5663,297.84238
2692,295.67847,296.07422,291.5102
2693,296.1617,296.96484,295.6927
2694,298.6754,298.29034,299.5109
2695,300.28964,300.60687,301.98105
2696,296.20374,300.03558,301.74884
2697,296.78702,301.68948,302.7923
2698,299.0159,294.51398,302.41382
2699,299.32324,292.73013,301.59384
2700,299.29837,295.34372,302.9848
2701,298.17325,297.96683,303.69843
2702,298.76544,300.47882,303.94086
2703,298.68668,299.08124,303.89404
2704,299.0686,299.09735,303.4632
2705,298.26443,298.27286,303.65634
2706,295.7969,299.1916,305.01898
2707,295.42444,300.471,306.78052
2708,295.2231,300.11505,308.41733
2709,297.95062,299.25787,308.95917
2710,299.08282,299.65485,305.69205
2711,299.0858,297.81915,306.48077
2712,300.61417,298.32904,308.5874
2713,296.00122,301.33664,307.65942
2714,292.7674,301.24445,306.41547
2715,294.14478,301.82095,305.17645
2716,297.53848,304.23236,303.7337
2717,298.15372,304.02713,302.3542
2718,298.21472,304.1208,303.21075
2719,294.76062,304.8453,306.1668
2720,293.29028,304.73566,306.2967
2721,296.85037,304.82898,302.42206
2722,297.97073,304.85556,302.4378
2723,296.8409,303.92178,303.24533
2724,298.71393,305.93277,304.2215
2725,298.827,307.75958,304.7628
2726,296.72363,303.5334,304.9533
2727,297.22403,299.51532,307.0948
2728,299.06033,300.26,305.50018
2729,298.74115,299.1809,305.591
2730,298.33493,296.15564,306.97382
2731,298.59726,296.21072,308.0274
2732,299.2954,299.38766,307.09256
2733,299.13852,299.904,304.4865
2734,299.09885,300.31854,301.28854
2735,299.73303,298.94403,305.04214
2736,300.82437,298.52087,306.63995
2737,300.3791,296.1278,303.6844
2738,298.38348,296.38495,304.43475
2739,298.93005,298.33505,302.71964
2740,300.2186,301.48965,300.5923
2741,301.72565,298.87418,299.25998
2742,297.9512,293.86194,300.9481
2743,298.0969,295.1278,302.0879
2744,298.86728,299.3461,304.36932
2745,300.31274,301.7973,306.57388
2746,298.2449,300.14536,304.68143
2747,298.3231,296.11456,304.26825
2748,299.41443,296.1005,304.67706
2749,299.1829,297.98065,305.75226
2750,299.88107,300.67615,306.36615
2751,300.022,302.75507,306.65613
2752,295.8739,301.87073,302.4032
2753,294.77185,298.4224,300.22885
2754,293.4016,292.2657,301.31473
2755,293.40872,291.64343,301.9183
2756,297.38864,293.5569,302.0542
2757,299.84555,296.57837,303.21613
2758,298.01932,299.5712,303.51385
2759,296.66385,301.82635,305.0311
2760,297.31284,300.25848,301.31494
2761,295.75192,299.8822,297.07684
2762,292.27414,299.58905,297.12857
2763,290.15598,300.33466,297.97095
2764,291.5197,299.52792,298.5167
2765,294.0157,299.5258,299.37582
2766,294.47046,298.83945,301.11044
2767,297.78302,294.97076,307.47787
2768,297.91806,293.4343,305.58194
2769,295.59497,295.71036,302.22018
2770,294.93,298.57642,303.16083
2771,294.98624,300.28946,304.02002
2772,297.65155,301.89594,303.80493
2773,299.0254,302.66385,299.53107
2774,296.20493,299.08853,296.3978
2775,295.29477,299.89142,298.8908
2776,296.61588,299.02554,302.4278
2777,295.62637,298.51016,305.3152
2778,289.37903,299.64832,307.54938
2779,290.6605,298.72598,309.17154
2780,295.40134,303.23993,306.95825
2781,296.88412,304.1564,302.65314
2782,297.80316,300.00983,301.07257
2783,298.5931,301.4497,303.93433
2784,295.0514,296.34308,303.16934
2785,292.57553,296.23746,302.62213
2786,295.33206,296.95245,305.33188
2787,298.98572,298.05606,306.4716
2788,300.57507,300.18634,299.66254
2789,299.30905,299.04962,296.7128
2790,297.51358,296.2667,298.12607
2791,298.96146,296.76938,300.09158
2792,300.5295,299.1962,302.13013
2793,300.72842,302.2354,302.7872
2794,300.65503,302.9749,304.61298
2795,298.5789,298.22968,305.98355
2796,297.96777,293.328,303.99356
2797,297.78067,296.4838,304.96762
2798,297.49344,299.55798,304.1275
2799,297.37976,301.60532,300.41147
2800,297.18256,299.38135,297.4903
2801,297.03513,297.30362,299.77795
2802,296.05627,300.92032,303.60138
2803,296.37488,301.45245,306.9668
2804,297.4153,297.55914,304.9118
2805,296.9315,299.77652,301.7397
2806,297.7007,302.0206,300.63016
2807,295.2148,303.47906,296.44562
2808,296.44592,304.20566,294.4953
2809,297.37802,304.94525,295.7796
2810,298.49423,304.14597,300.35727
2811,300.40277,300.0266,304.12375
2812,300.56027,297.5966,302.92856
2813,300.95468,300.2375,304.13876
2814,294.15366,301.39874,305.46338
2815,297.01675,298.0694,306.34894
2816,298.6689,299.11905,308.54077
2817,294.97144,303.17645,309.26703
2818,296.13565,302.31598,309.5921
2819,297.93167,303.5137,309.23135
2820,299.82657,303.6568,308.5524
2821,300.77286,302.07462,308.26007
2822,301.08374,302.24847,308.903
2823,298.63516,297.741,308.62982
2824,297.64804,297.53763,307.47485
2825,298.57358,298.69122,305.39804
2826,297.5331,300.01453,301.07855
2827,299.1888,299.9524,299.1624
2828,297.8754,300.96014,298.78482
2829,296.48087,303.62778,299.044
2830,296.97946,303.02283,300.1011
2831,299.82718,303.4346,302.21637
2832,298.8513,303.0292,305.6941
2833,299.97403,303.67703,307.64737
2834,297.4911,305.7876,306.22104
2835,296.89716,304.40802,306.4188
2836,294.3497,300.04535,308.0651
2837,294.41006,297.7846,307.96054
2838,294.75708,297.5758,307.63156
2839,295.88098,297.69998,307.73022
2840,297.1571,299.07632,307.1091
2841,297.89554,295.5688,304.04257
2842,298.0039,294.61285,303.57382
2843,298.09866,294.56772,305.20367
2844,298.5392,294.95233,303.11258
2845,300.6331,295.0916,300.50726
2846,298.42908,296.1443,300.19855
2847,296.67923,297.3443,301.48297
2848,296.95224,298.43585,302.68896
2849,297.75876,297.94492,299.4978
2850,297.50708,295.49704,299.21146
2851,296.68753,295.04413,301.09912
2852,295.4884,297.34308,302.72632
2853,294.81097,301.1801,304.93713
2854,296.31152,302.68835,300.66013
2855,298.50723,303.85416,296.11786
2856,298.32962,304.26343,296.58325
2857,290.40646,300.1501,301.79156
2858,293.5384,299.31924,304.8866
2859,294.97498,301.2989,304.67157
2860,295.6607,301.24408,305.18423
2861,296.42758,298.0252,301.04697
2862,297.17725,297.0755,293.30362
2863,298.07614,296.8349,294.98007
2864,298.21118,294.85373,299.04395
2865,297.93994,296.74295,304.97128
2866,298.25854,297.49237,305.46024
2867,298.19162,297.7947,300.9855
2868,295.7294,296.7317,302.38284
2869,294.35144,297.92938,302.16055
2870,293.76462,296.26794,298.14423
2871,293.6207,294.5761,299.57944
2872,293.33057,292.69537,303.4083
2873,294.3254,292.11725,305.50494
2874,298.02643,296.4317,307.36786
2875,301.4805,298.73703,306.82208
2876,302.79153,297.41782,307.08908
2877,303.2244,297.1778,305.34674
2878,300.35953,299.6336,301.35538
2879,293.9014,298.64386,302.62183
2880,288.97046,297.56778,303.84723
2881,291.39417,295.304,303.41644
2882,295.0117,296.73944,302.66495
2883,297.3395,299.32355,301.03912
2884,297.53134,301.79562,303.106
2885,297.38806,303.64783,302.73444
2886,298.3657,300.25046,296.28705
2887,298.97208,295.26373,295.0112
2888,297.03217,295.47577,297.81433
2889,298.62744,297.20563,300.89706
2890,299.31436,299.34418,302.0895
2891,297.51123,299.81076,305.25458
2892,299.36353,299.2563,301.23676
2893,300.9902,299.73267,299.25018
2894,299.65784,300.57263,302.15015
2895,300.60886,302.9117,304.7873
2896,303.38193,304.55484,305.01666
2897,304.3673,300.6944,304.83292
2898,297.2785,298.29523,307.28375
2899,295.0259,299.49725,307.90268
2900,294.57764,300.3105,304.71973
2901,295.1538,302.10126,302.46152
2902,297.0221,300.548,298.19443
2903,298.97623,300.5435,300.4627
2904,300.70416,299.04877,303.9143
2905,300.6704,293.6297,303.83685
2906,301.74164,292.5954,297.98077
2907,302.94608,294.54474,296.9603
2908,299.5471,296.1949,297.6302
2909,298.5043,298.7412,299.94415
2910,300.462,301.84872,302.81134
2911,297.67346,303.4743,303.64465
2912,293.90024,304.78888,304.55173
2913,293.84634,306.1446,304.4279
2914,296.11194,303.778,302.91415
2915,297.98734,300.38507,301.2858
2916,300.97775,301.33856,301.0606
2917,303.25223,301.74878,300.69562
2918,300.17596,299.39072,300.8725
2919,297.73743,300.7375,300.6717
2920,297.2045,300.8993,300.53394
2921,297.9376,302.30774,300.6109
2922,301.037,303.71173,301.84735
2923,300.36722,303.551,304.34857
2924,301.83936,303.08102,306.17865
2925,302.57068,304.38242,306.44458
2926,300.66034,303.63214,307.2677
2927,295.5689,297.432,305.49805
2928,294.28574,296.65,303.3623
2929,296.0391,297.294,304.5184
2930,297.44785,298.12717,304.7751
2931,299.5826,300.69904,305.188
2932,300.62778,302.79013,305.2655
2933,302.35217,303.96503,303.55908
2934,302.48364,304.6255,301.17294
2935,302.51974,304.1798,303.22577
2936,304.05344,304.49866,304.03384
2937,301.8583,303.6281,302.0415
2938,300.12268,302.99936,300.36572
2939,295.95798,303.87866,299.72516
2940,294.47934,304.15732,300.43863
2941,295.01526,305.13458,301.8167
2942,295.56125,305.4973,302.42487
2943,296.8486,304.0482,302.98126
2944,295.53934,300.9787,302.58926
2945,297.1453,300.14,302.0023
2946,297.79428,301.7102,302.1935
2947,295.16446,302.38263,303.30624
2948,295.42325,294.70917,296.76483
2949,298.30295,294.85107,294.17218
2950,298.1697,293.93713,297.72998
2951,295.87744,295.3426,302.3811
2952,297.72086,296.64005,301.35535
2953,300.0611,298.75363,299.90594
2954,293.93692,299.33896,299.65936
2955,293.93692,301.7343,302.673
2956,297.4017,302.35062,300.73785
2957,299.35583,300.39954,296.36032
2958,295.5411,300.87067,300.54947
2959,298.27988,301.16083,298.1491
2960,296.51462,302.40878,294.23987
2961,297.24655,300.57648,293.47412
2962,298.10635,297.79846,297.16043
2963,297.87186,298.9742,299.9398
2964,294.40237,299.29633,302.1734
2965,292.56845,296.4629,303.6147
2966,296.66858,301.02338,305.69418
2967,294.83408,303.13397,306.31696
2968,293.96182,305.9088,305.50836
2969,296.4033,306.53098,306.34985
2970,298.04654,306.7006,302.7906
2971,302.97037,307.44748,301.22803
2972,299.12308,307.88474,302.37268
2973,291.76782,303.05478,303.71255
2974,291.91055,300.6598,304.1115
2975,292.81595,301.16302,304.82825
2976,295.82297,303.09717,304.70105
2977,298.17798,305.3233,303.41803
2978,298.5872,304.05478,303.37396
2979,288.36526,299.53668,304.444
2980,288.59976,300.5482,304.9738
2981,291.72342,303.24106,302.70108
2982,296.215,300.95087,302.07794
2983,295.59497,298.95627,302.17184
2984,295.62045,298.00183,304.30518
2985,297.30338,300.58328,305.2715
2986,296.71002,298.67346,307.3206
2987,297.01144,297.13452,306.8228
2988,297.57578,299.417,302.4269
2989,296.91907,300.5394,303.15854
2990,295.90884,302.07376,304.35342
2991,296.2203,302.94766,301.23615
2992,296.28485,303.4559,302.36917
2993,296.92676,303.58563,302.1624
2994,297.33475,305.75067,301.13177
2995,296.7805,306.49478,300.62534
2996,294.94894,307.42178,301.04388
2997,293.91797,305.94672,303.65982
2998,292.31854,305.91595,298.23145
2999,293.54196,303.6595,295.30737
3000,295.38892,299.43484,298.75018
3001,298.06906,300.5128,301.54492
3002,300.44186,302.15475,302.43802
3003,292.2327,304.1186,301.46088
3004,291.84717,306.45966,302.37592
3005,295.00577,303.47348,301.15326
3006,297.43484,300.43112,299.4067
3007,298.88565,301.4559,300.19196
3008,299.84375,299.5464,298.87518
3009,297.92038,298.53586,298.83194
3010,302.6672,297.7295,300.083
3011,299.75967,298.69476,301.74072
3012,295.9562,299.95044,302.82254
3013,295.2859,301.483,303.74487
3014,297.4609,302.65985,303.34634
3015,297.74808,303.89328,301.95306
3016,298.46225,303.17844,300.52414
3017,299.82187,301.84625,301.05322
3018,300.56027,301.10434,301.85956
3019,300.95407,301.44092,301.90332
3020,299.55716,301.9897,304.2321
3021,302.13956,303.75812,306.04462
3022,300.96533,301.48956,303.9493
3023,299.43692,299.4006,302.0831
3024,300.56323,300.73276,303.80365
3025,301.8944,301.12247,307.50308
3026,299.7496,301.8787,308.86066
3027,293.5917,305.872,301.51984
3028,291.21118,307.00433,299.79987
3029,292.45413,307.17993,301.6369
3030,294.01688,307.32208,301.65454
3031,295.34213,307.2641,301.7724
3032,297.22818,302.776,302.75827
3033,297.7848,297.87573,303.5523
3034,293.26956,296.58615,303.82666
3035,291.31363,298.30157,298.16583
3036,293.7184,300.89224,293.42694
3037,295.1029,298.72223,294.14566
3038,297.2957,293.70758,304.03592
3039,298.90933,288.68253,304.45148
3040,294.60373,286.508,303.07803
3041,297.4011,288.13516,300.89804
3042,298.8288,293.3497,299.99606
3043,294.68066,297.5412,301.00952
3044,297.5568,299.2292,301.12958
3045,301.40292,296.9771,302.91986
3046,297.2572,297.58978,299.64206
3047,293.343,299.20477,299.7428
3048,295.1118,299.90112,299.27286
3049,296.99246,300.84464,298.84595
3050,298.96204,300.2552,298.4123
3051,300.94638,300.8253,300.23383
3052,302.36044,301.6811,302.69144
3053,303.45773,302.6942,303.37726
3054,302.6737,298.98346,300.30893
3055,301.71915,299.04263,299.46033
3056,300.50992,299.90607,300.70328
3057,300.89246,300.26236,300.87576
3058,301.61966,300.30096,297.51416
3059,302.65,301.15225,298.9474
3060,303.1362,301.47415,300.3715
3061,303.4921,302.86572,298.19867
3062,304.99265,304.1187,300.18622
3063,305.0406,303.50067,302.2891
3064,302.26157,301.95,302.36786
3065,303.0142,301.55774,301.92926
3066,304.09073,298.5617,301.48544
3067,305.22827,298.52972,303.27032
3068,300.06998,298.63126,303.83685
3069,300.24405,300.31494,304.63083
3070,297.43896,301.40546,302.1188
3071,292.8527,304.19012,296.06757
3072,295.74243,306.40253,297.35486
3073,298.91882,305.9771,300.29572
3074,300.8712,301.3275,305.36237
3075,302.86914,298.2926,306.14984
3076,298.15372,299.19223,304.92316
3077,300.03088,298.44574,303.17188
3078,299.65073,302.58917,301.9078
3079,294.55215,301.73154,303.62265
3080,291.48654,296.03885,303.6713
3081,295.18875,296.6701,303.22455
3082,297.41943,296.61752,302.60382
3083,299.63828,297.96588,305.33163
3084,301.44556,299.95044,306.92065
3085,302.21063,301.28168,307.5313
3086,303.67386,303.77448,308.58
3087,302.1467,299.6836,305.60275
3088,301.79257,298.53888,301.1074
3089,301.56754,304.33182,300.58093
3090,302.45877,306.16168,301.2897
3091,303.99127,299.18597,299.56088
3092,295.70337,299.4571,301.77457
3093,289.65857,299.4881,304.57983
3094,293.10376,298.74234,305.60394
3095,296.3168,298.92532,305.7691
3096,296.36597,299.9605,305.0185
3097,295.66248,300.99933,303.8955
3098,296.57498,301.13815,305.60858
3099,298.82288,300.75824,308.3902
3100,299.4393,298.82697,307.46664
3101,300.01785,297.7059,306.3612
3102,298.7891,298.50876,306.20224
3103,298.41428,298.46722,304.35822
3104,301.29102,298.9059,303.3958
3105,296.87344,298.59888,304.11923
3106,299.5311,296.81775,299.16974
3107,302.3433,295.6896,293.75763
3108,299.7733,296.3469,295.6667
3109,299.25397,292.445,298.73383
3110,300.0599,292.4909,301.18878
3111,298.24255,293.84555,303.55157
3112,295.90054,295.36273,306.15808
3113,293.11502,297.4777,307.23907
3114,292.99185,299.7408,306.68024
3115,295.04367,296.59146,305.96033
3116,296.99426,293.11667,307.07007
3117,297.33774,291.86237,309.37912
3118,297.1719,294.5075,309.8462
3119,296.82788,296.79465,309.77698
3120,297.71017,298.93634,310.4065
3121,296.2659,298.48175,306.51147
3122,295.8076,297.99835,300.96805
3123,297.757,299.57242,303.2442
3124,291.9609,300.61035,304.42645
3125,290.58765,299.99777,303.22552
3126,291.4208,300.21658,296.43732
3127,293.19318,300.47018,296.8332
3128,287.23126,295.5906,301.06396
3129,289.83972,294.00275,296.08368
3130,294.00858,294.30792,297.22165
3131,296.89304,296.43686,301.50595
3132,296.5004,299.2602,304.8392
3133,299.10532,301.00998,299.71298
3134,297.79367,297.93912,299.88647
3135,294.99747,297.72247,299.5938
3136,297.0132,299.671,300.45203
3137,295.78802,300.3386,300.9285
3138,291.61508,298.783,300.90936
3139,293.73502,300.13718,300.89386
3140,295.6696,301.80624,301.48288
3141,293.80484,299.51178,302.69986
3142,293.8931,294.651,299.33588
3143,293.30923,294.52493,297.8515
3144,295.12778,295.69867,299.40112
3145,297.55264,295.24713,301.98874
3146,298.9164,294.11865,305.4446
3147,296.45242,296.77435,305.29218
3148,291.16977,300.5104,301.45737
3149,290.11157,302.0454,296.71176
3150,291.01816,303.01093,296.03043
3151,293.10022,299.7092,296.48563
3152,296.5549,297.3498,299.88528
3153,297.40228,299.15292,301.2687
3154,296.4767,300.31998,300.79388
3155,298.00687,298.5089,301.01285
3156,298.56766,292.48102,302.2055
3157,298.55106,293.11172,303.22757
3158,296.9966,298.0645,301.95575
3159,294.59543,300.5382,302.0688
3160,291.09454,299.88907,303.6916
3161,294.76358,298.35577,306.5492
3162,295.98462,301.1917,306.21942
3163,298.55344,303.62057,303.74078
3164,299.99063,305.60248,299.1523
3165,296.9919,307.7502,298.10037
3166,298.22894,304.33405,300.3006
3167,299.67795,302.3506,302.9548
3168,300.37137,298.6901,304.56207
3169,298.89688,299.5559,305.0959
3170,299.74722,301.42624,305.80353
